,City Name,City Country,Date,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
641,kiunga,pg,1529812587,-6.1958829093104555,141.87848987893506,74.65,98,92,2.84
642,shelburne,ca,1529810820,43.13873528833432,-65.64030759467246,64.4,88,90,2.24
643,tevaitoa,pf,1529812140,-18.333524557240167,-151.75994990312248,80.14,100,12,12.24
644,otuzco,pe,1529809200,-7.794981550687368,-78.43740253898122,62.6,93,90,8.05
645,henties bay,na,1529812082,-24.498249291102795,3.874473040303201,53.23,100,0,6.98
646,teresina,br,1529809200,-5.025864814418924,-42.720336845034325,75.2,83,0,3.36
647,sorong,id,1529812469,-1.6429054905069052,130.95738947347814,81.94,100,8,4.63
648,oktyabrskiy,ru,1529809200,52.60241536726903,155.08908003134928,71.6,60,0,8.95
649,coolum beach,au,1529812590,-25.75011366178279,156.00342828759415,66.46,80,24,4.97
650,tiarei,pf,1529811000,-13.754074397889184,-145.9161895610708,82.4,61,40,5.82
651,qasigiannguit,gl,1529808600,67.28503594440326,-49.14785870090151,37.4,99,92,5.82
652,cherkasskoye,ru,1529812591,52.698193268579416,47.06462575266315,73.57,64,0,2.95
653,ginir,et,1529812591,6.359497066553175,41.964430188770905,59.89,88,76,4.63
654,varnamo,se,1529810400,57.326141201971296,14.07415267188901,41,86,12,2.24
655,raahe,fi,1529810400,64.89146754588785,24.73051023809009,51.8,81,0,6.93
656,mabaruma,gy,1529812592,7.274811437477979,-59.6057973626216,74.29,100,76,4.63
657,kirovskiy,ru,1529812593,51.33538607766985,36.76518722005963,61.06,70,80,4.18
658,okhotsk,ru,1529812593,57.14229440464672,143.73558660967387,58.09,74,88,5.41
659,mandalgovi,mn,1529812593,44.0487359287047,108.17021222694848,61.96,68,80,15.03
660,paslek,pl,1529812594,53.90955090160625,19.65276349642292,50.26,100,92,5.41
661,inirida,co,1529812095,2.3602363162158326,-67.44375617048645,71.59,97,56,2.17
662,poltavka,ru,1529812596,54.26882412360783,71.53553830355602,67.09,65,44,4.74
663,bathsheba,bb,1529809200,15.914097477343873,-55.95800355523235,80.6,78,40,25.28
664,coahuayana,mx,1529812382,-0.10508404208684397,-113.33522224859277,64.12,95,76,2.17
665,verkhnyaya sysert,ru,1529809200,56.30459753091441,60.633615827100016,64.4,72,0,11.18
666,storforshei,no,1529812598,66.1466881020705,14.604434145798592,34.24,100,76,1.95
667,salalah,om,1529808600,10.882632784608475,61.81800668149154,80.6,83,75,6.93
668,tigil,ru,1529812599,58.68567688521301,156.1312025211198,69.43,67,0,4.74
669,banda aceh,id,1529812599,5.343003370059606,89.90445870927852,83.02,79,48,2.73
670,bontang,id,1529812599,0.9837924615914773,116.64923154405551,82.39,98,68,2.62
671,arman,ru,1529811000,58.713909698833305,149.20578628553653,77,31,48,11.18
672,primorsk,ru,1529812600,59.93436850488277,28.43520327145663,52.87,81,56,2.95
673,truro,ca,1529808600,45.423778513484365,-63.29257258525102,53.6,71,12,12.75
674,juan diaz,pa,1529812601,8.45980859363415,-80.30803468009337,73.66,100,80,2.73
675,west bay,ky,1529808600,19.100045942956214,-84.1158844907601,50,87,8,1.12
676,coquimbo,cl,1529809200,-28.22499790721983,-86.06117320398644,46.4,93,0,8.05
677,ailigandi,pa,1529812602,10.169516742560631,-77.69358550099312,75.91,97,32,3.29
678,thyboron,dk,1529812603,56.72453867332496,8.103311666811635,56.11,94,12,23.87
679,baturaja,id,1529812603,-4.802606215799727,103.5998462273904,75.82,100,88,4.18
680,ola,ru,1529809200,58.64936139959818,151.1131026983224,78.8,29,0,8.95
681,mathathane,bw,1529812604,-22.117507300235033,29.061160226187013,45.94,78,0,2.84
682,badou,tg,1529812604,7.869061590649693,0.8499367429409119,70.78,100,88,3.96
683,magadan,ru,1529811000,55.38321255681234,151.080896324996,77,31,0,11.18
684,brasilia,br,1529809200,-15.819111500049644,-47.80274877373495,78.8,65,40,14.99
685,barcelos,br,1529811000,-0.3725901136172922,-63.81981126249785,66.2,93,0,3.36
686,ghogha,in,1529812606,21.569768792183694,72.48943769713912,83.02,80,76,9.1
687,diego de almagro,cl,1529812154,-26.08931825970646,-69.39775790254248,50.8,96,64,1.61
688,mantua,cu,1529810400,24.638982574615284,-84.95422514504932,62.6,76,40,4.7
689,northfield,us,1529811360,44.23763056819425,-92.82824090596728,73.4,88,1,6.87
690,nalut,ly,1529812607,29.47272150436841,10.046799119716752,70.51,41,0,4.18
691,kamenka,ru,1529812608,73.0495003991191,44.98557997260673,73.3,41,0,9.66
692,khalkhal,ir,1529812608,37.86847465650564,48.56341720439403,56.92,69,0,1.16
693,longkou,cn,1529812608,37.52587578651702,120.40592095249434,82.12,61,0,9.22
694,isla vista,us,1529811300,31.958636709722512,-120.56103500956411,64.4,77,1,8.05
695,khandela,in,1529812609,27.574869534745773,75.57818736592594,94.09,39,68,5.64
696,bandarbeyla,so,1529812610,6.337204215868184,61.02708949344694,77.08,81,44,31.25
697,yinchuan,cn,1529812610,38.8526794305219,105.8650594399241,80.86,46,0,11.01
698,bayir,jo,1529810400,31.313071234935407,37.48431189339695,66.2,88,0,2.24
